0,1,2,3,4,5,6,7,8,9,10,11,12,13
7,7,13731,5,3,4,13,4,4,0,0,0,19,39
36,4,2849,2,7,2,1,5,4,0,0,0,39,39
37,4,7820,15,9,0,7,1,4,1,0,0,59,39
5,4,19184,15,9,4,10,1,4,0,0,0,39,39
27,4,15658,0,5,3,1,4,2,0,0,0,29,39
26,4,11190,15,9,0,4,4,4,0,0,0,44,20
41,7,14614,9,12,2,10,5,4,0,0,0,19,39
42,2,4062,9,12,2,10,5,4,0,0,0,44,39
14,4,15451,9,12,2,4,0,4,1,0,0,44,39
18,4,17646,11,8,4,7,3,4,1,0,0,39,39
0,4,7767,0,5,4,12,3,4,0,0,0,19,39
28,4,4026,15,9,0,10,4,4,0,0,0,31,39
23,4,20204,15,9,0,6,1,4,1,0,0,39,39
18,4,570,11,8,2,6,0,4,1,0,0,44,39
8,1,1515,9,12,4,13,1,4,1,0,0,44,39
41,4,13879,11,8,0,6,1,4,1,0,0,39,39
22,4,435,15,9,0,6,1,4,1,0,0,49,39
52,0,16095,3,1,2,0,0,1,1,0,0,33,30
6,4,20839,11,8,2,4,0,4,1,0,0,53,39
15,7,10220,9,12,4,10,1,4,0,0,0,39,39
31,4,5423,7,11,2,14,0,4,1,0,0,43,39
24,4,5247,9,12,2,6,0,4,1,0,0,39,11
57,4,12119,6,4,6,3,1,4,1,0,0,9,0
26,4,4853,9,12,2,10,0,4,1,0,0,49,39
7,1,17828,9,12,4,2,1,4,1,0,0,39,39
41,4,7576,15,9,2,1,5,4,0,0,0,31,39
37,4,5377,12,13,2,10,0,4,1,0,0,39,39
43,4,11336,5,3,2,3,0,4,1,0,0,39,39
11,4,20756,15,9,2,5,0,4,1,0,0,39,39
24,4,13450,11,8,2,14,0,4,1,0,0,39,39
45,0,1802,15,9,2,0,0,2,1,0,0,34,39
10,7,17142,15,9,0,1,4,2,1,0,0,39,23
13,4,11506,15,9,0,8,3,4,0,0,0,19,39
46,2,9294,9,12,0,3,1,2,1,0,0,34,28
17,4,15767,11,8,2,14,0,4,1,0,0,44,39
3,0,6533,6,4,4,0,3,4,1,0,0,39,39
34,4,12099,11,8,2,11,0,4,1,0,0,39,39
4,4,14337,0,5,4,8,3,2,1,0,0,24,39
33,4,502,11,8,2,3,0,4,1,0,0,39,39
26,4,13458,11,8,2,7,0,4,1,0,0,39,39
2,4,4683,11,8,4,1,3,4,0,0,0,39,39
3,0,20115,11,8,4,0,1,3,1,0,0,42,39
0,4,1702,2,7,4,8,3,4,0,0,0,5,39
30,4,19564,7,11,0,14,1,2,1,0,0,39,39
8,2,12601,9,12,4,1,2,2,0,0,0,39,39
54,4,10576,12,13,4,8,1,4,0,0,0,19,39
4,4,11415,11,8,4,7,3,2,0,0,0,39,39
52,0,8440,1,6,2,0,0,4,1,0,0,47,39
31,4,9921,7,11,2,7,0,4,1,0,0,39,39
17,4,11499,11,8,2,7,2,3,0,0,0,19,4
16,2,14568,15,9,2,6,0,4,1,0,0,65,0
39,4,16270,4,2,2,8,0,4,1,0,0,39,0
23,1,4900,12,13,4,10,1,4,1,0,0,39,39
11,4,13619,11,8,4,8,1,4,1,0,0,31,39
25,4,18663,12,13,2,12,0,4,1,0,0,39,7
2,0,6655,15,9,4,0,3,4,0,0,0,19,39
11,5,8001,11,8,4,1,3,4,0,0,0,34,39
23,4,19793,0,5,0,7,1,4,0,0,0,34,39
6,4,3622,15,9,4,7,3,1,1,0,0,29,39
29,0,12992,11,8,2,0,5,4,0,0,0,39,39
22,4,7759,12,13,4,12,1,4,1,0,0,49,39
28,4,6513,11,8,4,6,1,4,0,0,0,39,39
4,0,1130,15,9,4,0,3,4,0,0,0,34,39
33,6,3437,15,9,0,12,1,4,0,0,0,39,39
16,4,18542,11,8,2,1,0,4,1,0,0,39,39
17,4,5821,1,6,2,7,3,4,0,0,0,39,39
38,4,9898,11,8,2,14,0,4,1,0,0,31,39
45,1,10229,11,8,6,1,4,4,0,0,0,39,39
14,4,13803,9,12,2,12,0,4,1,0,0,39,39
18,6,21118,6,4,2,3,0,4,1,0,0,39,39
13,4,15195,11,8,5,3,1,4,1,0,0,39,39
40,5,15922,15,9,2,12,0,4,1,0,0,49,39
34,4,16531,11,8,2,14,0,4,1,0,0,49,39
20,4,5296,9,12,4,10,1,4,1,0,0,44,39
41,4,16987,5,3,2,14,0,4,1,0,0,39,26
22,4,1414,9,12,0,4,4,4,0,0,0,49,39
17,4,18100,15,9,4,7,1,4,1,0,0,39,9
28,4,10016,11,8,5,1,4,4,0,0,0,37,39
2,0,6305,15,9,4,0,3,4,1,0,0,39,39
19,4,12997,12,13,2,10,0,4,1,0,0,39,39
39,4,3975,11,8,0,1,2,0,0,0,0,34,39
2,0,5530,15,9,4,0,2,4,0,0,0,14,39
20,4,19950,15,9,2,6,0,2,1,0,0,39,39
43,2,3419,11,8,2,8,0,4,1,0,0,39,39
39,4,7418,11,8,2,3,0,4,1,0,0,39,39
17,4,6702,9,12,4,10,1,4,0,0,0,35,39
6,0,14291,15,9,4,0,3,4,0,0,0,9,39
2,4,6166,11,8,4,5,3,2,1,0,0,29,39
20,1,21086,11,8,4,4,4,2,0,0,0,39,39
41,4,18564,9,12,2,4,0,4,1,0,0,39,39
16,4,16254,1,6,4,1,1,4,0,0,0,34,39
22,4,16435,9,12,4,4,1,4,1,0,0,39,39
9,4,2399,9,12,4,10,1,1,0,0,0,39,30
5,4,9937,8,10,4,13,3,4,0,0,0,35,39
15,4,4525,12,13,4,1,1,4,1,0,0,39,39
0,4,13116,1,6,4,12,4,4,1,0,0,14,39
40,0,20056,15,9,0,0,1,4,0,0,0,39,39
51,4,5729,5,3,6,8,4,0,0,0,0,19,39
13,4,5092,11,8,4,5,3,4,1,0,0,39,39
2,7,21412,15,9,4,1,2,4,0,0,0,14,24
34,4,3479,11,8,2,10,0,4,1,0,0,39,39
2,4,17754,15,9,4,1,2,4,1,0,0,29,27
30,4,3999,11,8,2,3,0,4,1,0,0,39,39
13,4,15138,15,9,2,3,0,4,1,0,0,39,39
9,4,8422,11,8,2,7,0,4,1,0,0,44,39
24,2,11734,9,12,0,10,1,4,1,0,0,19,39
8,4,18449,15,9,2,1,0,4,1,0,0,44,39
45,4,7902,6,4,2,8,0,4,1,0,0,39,39
6,4,18547,12,13,4,10,1,4,1,0,0,39,39
9,0,6394,9,12,4,0,4,4,0,0,0,9,39
13,4,6345,9,12,4,12,1,4,0,0,0,44,39
31,4,1081,11,8,4,6,1,4,1,0,0,39,39
3,4,20306,11,8,4,8,2,3,1,0,0,39,26
34,4,11605,15,9,2,4,5,4,0,0,0,14,39
2,4,10328,15,9,4,6,3,4,1,0,0,9,39
14,4,19180,11,8,4,7,1,4,1,0,0,39,39
4,0,16738,15,9,4,0,3,4,0,0,0,39,39
23,4,17324,11,8,4,12,3,2,1,0,0,39,39
13,6,17445,1,6,4,5,3,2,1,0,0,39,39
40,4,6718,6,4,2,3,0,2,1,0,0,39,39
1,4,13302,1,6,4,12,3,4,1,0,0,14,39
37,4,13698,11,8,2,3,0,4,1,0,0,39,39
15,4,9094,11,8,2,7,0,2,1,0,0,39,39
35,4,11094,12,13,4,10,1,4,1,0,0,39,39
10,4,10562,11,8,5,7,4,4,0,0,0,39,39
28,4,12628,9,12,2,4,0,4,1,0,0,47,0
1,4,7374,15,9,4,8,3,4,1,0,0,19,39
20,6,11025,11,8,4,3,1,4,1,0,0,34,39
35,4,19905,11,8,2,7,0,2,1,0,0,39,39
42,4,18479,6,4,4,8,1,2,1,0,0,49,39
10,4,21204,8,10,4,7,1,4,1,0,0,39,39
26,1,5176,11,8,2,7,0,4,1,0,0,39,39
39,4,565,15,9,2,3,0,4,1,0,0,39,39
27,6,616,15,9,2,5,0,4,1,0,0,69,39
20,4,10877,8,10,4,3,1,4,1,0,0,44,39
31,6,3698,11,8,5,8,2,4,0,0,0,24,39
41,6,511,9,12,2,4,0,4,1,0,0,49,39
12,4,13334,11,8,2,3,0,4,1,0,0,44,39
20,4,4133,7,11,2,12,0,4,1,0,0,39,39
18,5,6680,14,14,2,10,0,4,1,0,0,49,39
19,4,20251,8,10,0,3,1,4,1,0,0,37,39
35,4,8575,11,8,2,1,0,4,1,0,0,47,39
13,4,6449,11,8,0,14,1,4,1,0,0,39,39
5,4,15878,6,4,4,3,3,4,1,0,0,39,39
38,6,19710,7,11,2,12,0,4,1,0,0,59,39
16,4,10990,11,8,0,6,4,4,1,0,0,29,39
29,4,14660,15,9,2,12,0,4,1,0,0,49,39
47,4,7859,1,6,6,13,4,4,0,0,0,15,39
11,4,15125,0,5,3,3,4,4,1,0,0,39,26
2,4,17505,11,8,4,1,1,4,0,0,0,41,39
19,4,8742,11,8,5,1,1,4,1,0,0,39,4
26,6,6347,9,12,2,3,0,4,1,0,0,39,39
22,6,8526,10,15,0,1,2,3,1,0,0,39,0
39,4,8654,9,12,2,4,0,4,1,0,0,41,39
7,2,12903,15,9,4,11,3,4,1,0,0,39,39
23,4,6783,11,8,2,12,0,4,1,0,0,59,39
28,5,5765,7,11,2,4,0,4,1,0,0,49,39
39,2,10855,12,13,6,10,1,4,0,0,0,39,39
29,4,6084,11,8,5,3,4,2,0,0,0,39,0
18,1,11072,9,12,4,10,3,4,0,0,0,39,39
19,6,20729,14,14,2,10,0,4,1,0,0,59,39
33,6,12572,14,14,2,10,0,4,1,0,0,49,39
44,4,12642,5,3,6,8,1,2,0,0,0,20,39
46,4,9694,15,9,2,10,0,4,1,0,0,39,39
24,4,13228,8,10,2,4,0,4,1,0,0,39,39
31,4,8945,11,8,2,7,0,4,1,0,0,39,39
28,4,8736,11,8,0,12,1,4,0,0,0,34,39
7,4,10466,11,8,2,7,0,4,1,0,0,39,39
17,4,4143,15,9,0,10,1,2,1,0,0,39,11
10,4,880,9,12,4,12,1,4,0,0,0,39,39
9,4,1892,8,10,4,3,3,4,1,0,0,47,39
10,4,11400,11,8,4,6,3,4,1,0,0,39,39
38,4,20526,8,10,2,4,0,4,1,0,0,39,39
21,4,4584,11,8,2,4,0,4,1,0,0,39,39
14,4,10561,11,8,2,1,5,4,0,0,0,39,39
34,6,10104,7,11,2,12,0,4,1,0,0,39,39
39,4,2387,2,7,2,10,0,4,1,0,0,39,39
22,4,835,7,11,2,7,0,4,1,0,0,39,39
33,4,17663,15,9,2,3,0,4,1,0,0,39,39
4,4,1910,11,8,4,11,3,4,1,0,0,39,39
20,4,10309,15,9,2,7,0,4,1,0,0,68,39
17,0,10230,0,5,0,0,1,4,1,0,0,39,4
1,4,5202,2,7,4,1,1,4,0,0,0,29,39
21,4,5393,11,8,2,7,0,4,1,0,0,64,39
2,4,13759,11,8,4,1,3,4,1,0,0,11,39
29,4,9740,11,8,2,3,0,4,1,0,0,39,39
2,4,19509,15,9,4,12,3,4,0,0,0,24,39
5,4,20629,15,9,4,12,3,4,0,0,0,19,26
21,4,12312,11,8,2,3,0,4,1,0,0,49,39
66,6,13962,11,8,6,4,1,4,1,0,0,7,39
17,4,1778,15,9,2,13,0,4,1,0,0,39,39
21,4,8054,11,8,2,3,0,4,1,0,0,39,39
16,4,5523,15,9,6,1,4,4,0,0,0,39,39
21,4,8236,11,8,2,3,0,4,1,0,0,59,39
8,4,4665,15,9,4,8,1,4,1,0,0,24,39
21,4,186,11,8,2,13,0,4,1,0,0,39,39
35,4,15442,9,12,2,4,0,4,1,0,0,47,39
16,7,18438,12,13,4,10,1,4,1,0,0,49,39
0,4,15818,1,6,4,8,3,4,0,0,0,19,39
35,2,1241,11,8,0,1,4,2,0,0,0,39,39
8,4,7620,9,12,4,10,3,4,0,0,0,14,39
0,4,6558,6,4,4,8,3,2,1,0,0,25,39
5,4,16810,11,8,4,8,3,2,1,0,0,76,39
5,4,17358,11,8,4,6,1,2,1,0,0,39,39
41,4,18782,11,8,0,7,1,2,0,0,0,39,39
22,4,7838,15,9,0,12,2,4,0,0,0,34,39
42,2,6369,15,9,6,8,1,4,0,0,0,39,31
44,4,8523,11,8,2,1,0,4,1,0,0,39,39
15,4,18228,8,10,2,3,0,4,1,0,0,44,39
33,4,9550,9,12,2,4,0,1,1,0,0,39,30
34,4,629,11,8,2,3,0,4,1,0,0,39,39
26,4,3545,9,12,2,8,5,1,0,0,0,44,0
3,4,15884,15,9,4,3,3,4,1,0,0,39,39
21,2,10682,9,12,2,4,0,2,1,0,0,39,39
27,1,12877,8,10,2,3,0,2,1,0,0,39,39
11,4,19214,8,10,4,12,1,4,1,0,0,49,39
33,4,14401,12,13,2,10,5,4,0,0,0,39,39
36,4,2433,10,15,0,10,1,4,1,0,0,49,39
25,6,248,9,12,2,12,0,4,1,0,0,44,39
30,4,11802,12,13,2,10,0,1,1,0,0,44,19
22,4,5893,11,8,2,1,5,4,0,0,0,39,39
21,6,953,11,8,4,5,1,4,1,0,0,59,39
17,7,9549,9,12,4,10,3,4,1,0,0,49,39
23,4,3449,15,9,2,10,5,4,0,0,0,39,39
46,4,8847,15,9,6,12,1,4,0,0,0,19,39
36,4,19614,15,9,2,4,5,4,0,0,0,39,39
26,4,11461,8,10,0,10,1,4,1,0,0,47,39
51,4,11209,11,8,6,4,1,4,0,0,0,9,39
5,0,13987,5,3,4,0,4,4,0,0,0,39,26
29,7,20539,9,12,2,10,0,4,1,0,0,37,39
40,4,16764,11,8,4,1,2,4,0,0,0,39,39
21,4,6018,11,8,0,1,1,4,0,0,0,34,39
49,4,11918,12,13,2,12,0,4,1,0,0,39,39
12,4,6422,7,11,4,12,3,4,0,0,0,39,39
21,4,9696,11,8,4,10,1,4,1,0,0,39,39
18,4,13645,1,6,5,9,4,4,0,0,0,7,26
13,4,9119,9,12,4,10,3,4,0,0,0,36,39
22,4,18706,11,8,4,1,4,2,0,0,0,39,39
14,4,17705,12,13,4,10,1,2,1,0,0,39,39
33,4,9089,11,8,2,7,0,4,1,0,0,49,39
13,6,9803,11,8,2,3,0,4,1,0,0,59,39
8,4,11552,9,12,4,12,3,4,0,0,0,39,39
7,4,13701,9,12,4,9,1,4,0,0,0,39,10
28,4,12718,9,12,2,1,0,4,1,0,0,14,39
47,4,16245,4,2,5,8,2,4,0,0,0,19,5
44,4,5770,2,7,2,8,5,4,0,0,0,39,39
25,4,11729,8,10,0,13,4,4,0,0,0,39,39
11,4,17454,4,2,2,7,0,4,1,0,0,39,26
36,4,5972,11,8,0,6,1,4,1,0,0,39,39
16,6,9166,1,6,0,6,1,4,1,0,0,6,39
17,2,15986,12,13,2,10,0,2,1,0,0,39,39
24,4,9587,15,9,2,8,0,4,1,0,0,47,39
29,4,10207,7,11,6,10,4,4,0,0,0,26,39
15,4,7456,11,8,2,12,5,4,0,0,0,39,39
24,4,12532,11,8,2,14,0,4,1,0,0,39,39
13,4,2762,9,12,2,10,0,3,1,0,0,39,39
37,6,8111,9,12,0,4,1,4,1,0,0,49,39
16,4,10766,11,8,0,8,4,2,1,0,0,39,39
3,0,19629,11,8,4,0,3,4,1,0,0,31,39
17,4,5467,9,12,4,4,1,4,0,0,0,39,39
3,4,14386,15,9,4,12,3,4,1,0,0,29,0
0,0,7663,11,8,4,0,3,2,1,0,0,39,39
28,4,12446,15,9,0,1,1,4,0,0,0,47,39
4,4,16329,11,8,4,8,3,4,1,0,0,39,39
8,4,11892,9,12,2,10,0,4,1,0,0,39,39
21,4,6303,11,8,2,3,0,4,1,0,0,40,39
0,4,9799,1,6,4,3,3,4,0,0,0,14,39
18,4,14258,11,8,0,12,1,4,0,0,0,29,39
21,4,4105,9,12,2,3,0,4,1,0,0,39,39
31,2,20718,7,11,2,11,0,4,1,0,0,55,39
8,4,1515,11,8,4,8,1,2,1,0,0,39,24
40,4,15250,12,13,4,4,1,4,1,0,0,39,5
15,4,17133,9,12,0,4,1,4,0,0,0,49,39
22,2,17184,9,12,5,10,1,2,1,0,0,29,39
6,4,12727,9,12,4,1,3,4,0,0,0,34,39
4,4,18422,11,8,4,6,4,4,1,0,0,44,39
30,4,4500,11,8,0,1,4,4,0,0,0,47,39
8,4,11468,5,3,4,7,2,4,0,0,0,39,6
1,0,284,1,6,4,0,3,4,0,0,0,34,39
2,4,10294,11,8,4,8,3,4,0,0,0,14,39
7,4,2677,11,8,4,3,1,4,1,0,0,41,39
15,4,4419,11,8,2,14,0,4,1,0,0,39,39
11,6,11962,8,10,2,3,0,4,1,0,0,44,39
23,4,2751,9,12,2,4,0,4,1,0,0,72,39
4,7,19332,15,9,4,10,3,4,1,0,0,19,39
28,6,625,9,12,2,12,0,4,1,0,0,39,39
0,0,695,2,7,4,0,3,4,0,0,0,24,39
38,4,10182,0,5,2,14,0,4,1,0,0,49,39
25,4,9635,15,9,2,1,0,2,1,0,0,39,39
32,4,12628,11,8,2,1,0,4,1,0,0,37,39
21,4,1424,11,8,2,6,0,4,1,0,0,39,39
33,4,7268,9,12,4,4,1,4,1,0,0,39,39
30,4,9268,11,8,2,7,0,4,1,0,0,47,39
26,4,12209,9,12,2,4,5,2,0,0,0,39,0
22,4,15063,9,12,2,12,0,4,1,0,0,39,2
25,4,20241,11,8,2,14,0,4,1,0,0,29,39
15,4,20950,11,8,0,3,2,2,0,0,0,49,39
38,4,307,11,8,0,1,4,0,0,0,0,44,39
20,4,9167,11,8,4,7,3,4,1,0,0,39,39
42,4,4971,11,8,0,1,1,4,0,0,0,39,39
39,4,4191,1,6,2,14,0,4,1,0,0,39,39
16,6,18567,2,7,4,3,1,2,1,0,0,31,39
18,4,4288,9,12,2,13,0,4,1,0,0,39,39
27,4,8017,11,8,4,8,4,4,1,0,0,39,39
40,7,16404,11,8,2,4,0,4,1,0,0,39,39
14,4,5422,15,9,4,4,1,2,0,0,0,39,39
1,4,17004,1,6,4,12,1,4,0,0,0,14,39
26,4,1551,11,8,2,3,0,4,1,0,0,68,39
16,4,7579,11,8,2,3,0,3,1,0,0,39,39
1,4,21075,15,9,4,1,3,4,1,0,0,24,39
30,4,9258,9,12,4,1,3,4,1,0,0,39,39
36,4,5307,11,8,0,8,4,4,0,0,0,39,39
42,6,7055,8,10,4,4,1,4,1,0,0,34,39
18,4,11182,12,13,2,10,0,4,1,0,0,37,0
32,4,17019,0,5,2,4,0,4,1,0,0,39,39
9,4,21266,7,11,4,3,1,4,1,0,0,39,39
8,4,475,11,8,4,6,1,4,1,0,0,59,9
19,7,13709,12,13,4,10,3,4,0,0,0,29,39
12,4,12342,11,8,4,4,1,4,0,0,0,44,39
35,4,9637,0,5,0,8,2,4,0,0,0,24,39
33,6,11231,9,12,2,12,0,4,1,0,0,49,39
5,4,5539,9,12,4,4,3,1,0,0,0,39,39
27,6,4671,12,13,0,4,4,4,0,0,0,39,39
15,4,9380,8,10,2,6,0,4,1,0,0,39,39
32,4,6004,11,8,0,1,4,4,0,0,0,37,39
14,4,21319,3,1,2,5,0,4,1,0,0,44,26
16,4,14655,11,8,2,8,0,4,1,0,0,39,39
33,4,4975,11,8,2,12,5,4,0,0,0,14,39
45,0,5901,11,8,2,0,0,4,1,0,0,39,39
29,0,946,11,8,0,0,1,4,0,0,0,14,39
32,1,803,11,8,6,4,1,4,0,0,0,19,39
5,4,12670,11,8,2,12,5,4,0,0,0,39,39
26,4,7411,9,12,2,4,0,4,1,0,0,37,39
41,4,15571,15,9,2,10,0,4,1,0,0,41,39
4,4,1852,1,6,4,8,3,4,1,0,0,49,39
50,2,10185,5,3,6,8,1,4,0,0,0,19,39
22,6,11479,1,6,2,14,0,4,1,0,0,39,39
35,1,18627,8,10,0,5,1,4,0,0,0,39,39
8,4,17440,9,12,4,10,1,4,1,0,0,39,39
10,6,5057,15,9,4,4,1,4,1,0,0,59,39
1,4,10962,1,6,4,12,3,4,0,0,0,19,39
24,2,10835,11,8,2,14,0,2,1,0,0,39,39
42,4,13289,10,15,4,10,1,4,1,0,0,49,39
6,4,21160,7,11,4,8,3,2,1,0,0,43,39
25,4,4027,11,8,0,8,3,4,0,0,0,14,39
37,6,2926,14,14,2,10,0,4,1,0,0,29,39
22,4,16118,11,8,4,3,1,4,1,0,0,59,39
40,2,11722,6,4,2,8,0,4,1,0,0,39,39
34,4,8771,0,5,0,8,4,4,0,0,0,24,39
14,6,8275,5,3,2,3,0,4,1,0,0,39,39
7,4,18565,15,9,3,1,3,2,0,0,0,44,39
18,4,9639,15,9,4,3,3,4,1,0,0,39,39
9,4,18592,9,12,4,4,1,4,0,0,0,39,39
25,5,21051,10,15,2,10,0,4,1,0,0,44,39
14,4,7904,11,8,2,3,0,4,1,0,0,44,39
29,4,8188,9,12,2,14,0,4,1,0,0,39,39
21,7,18628,9,12,2,4,0,4,1,0,0,36,39
34,4,17621,9,12,2,5,0,4,1,0,0,39,2
10,4,13226,11,8,2,7,0,4,1,0,0,39,39
16,0,5581,9,12,4,0,1,2,1,0,0,44,0
5,4,20625,15,9,2,14,0,4,1,0,0,47,39
55,0,9758,11,8,2,0,0,4,1,0,0,39,5
8,4,11539,9,12,4,6,3,4,1,0,0,39,39
41,6,813,9,12,2,4,0,4,1,0,0,68,39
6,4,1193,15,9,4,10,1,4,1,0,0,44,39
46,4,4435,4,2,6,8,2,1,0,0,0,18,30
6,4,1678,6,4,5,8,1,4,1,0,0,39,39
58,4,2440,13,0,4,9,1,1,0,0,0,47,30
35,4,14531,15,9,0,12,4,4,0,0,0,49,39
52,4,17403,11,8,2,12,0,4,1,0,0,9,39
35,4,10412,10,15,2,10,0,4,1,0,0,39,0
23,1,20500,11,8,4,1,4,2,0,0,0,39,39
17,4,20829,10,15,2,10,0,4,1,0,0,49,39
4,7,1038,15,9,4,10,1,4,0,0,0,7,39
13,4,3105,9,12,4,10,2,4,0,0,0,39,39
4,4,11038,15,9,4,1,3,4,0,0,0,15,39
27,4,11779,11,8,2,7,0,4,1,0,0,39,39
23,4,3962,11,8,0,1,1,4,0,0,0,31,39
16,7,9941,11,8,2,11,0,4,1,0,0,36,39
5,6,19881,11,8,2,3,0,4,1,0,0,59,39
6,4,2898,11,8,2,4,0,4,1,0,0,29,39
58,6,14296,15,9,3,3,1,4,1,0,0,29,39
38,4,10457,1,6,6,6,4,4,0,0,0,39,39
7,0,636,15,9,4,0,3,4,1,0,0,19,39
14,4,12516,11,8,4,8,3,4,1,0,0,23,39
32,4,15448,11,8,2,1,0,4,1,0,0,39,39
9,2,9142,9,12,4,10,1,4,0,0,0,39,39
11,2,16272,15,9,4,1,4,2,0,0,0,39,39
62,0,8791,11,8,2,0,0,4,1,0,0,39,39
34,4,18313,11,8,0,8,2,2,0,0,0,29,39
27,5,2150,10,15,2,10,0,4,1,0,0,59,39
7,4,2920,9,12,4,4,1,4,1,0,0,39,39
29,5,19022,15,9,2,4,0,4,1,0,0,39,39
19,4,2940,11,8,6,8,4,1,0,0,0,19,39
6,4,9441,2,7,4,8,1,4,0,0,0,37,39
8,4,13469,5,3,2,6,0,4,1,0,0,39,26
31,4,5566,15,9,2,12,0,2,1,0,0,7,39
1,4,19268,1,6,4,8,2,2,0,0,0,23,39
8,4,13846,11,8,4,3,2,4,1,0,0,39,39
16,4,15434,11,8,4,1,3,4,1,0,0,34,39
25,4,8508,11,8,0,8,4,4,0,0,0,39,39
5,4,6588,15,9,4,1,3,4,0,0,0,39,39
19,4,14848,9,12,2,10,0,4,1,0,0,39,39
16,4,9842,11,8,4,6,3,4,1,0,0,39,39
17,6,1501,11,8,2,4,0,4,1,0,0,68,39
16,4,12938,12,13,2,10,0,4,1,0,0,44,39
45,6,8715,14,14,2,10,0,4,1,0,0,14,39
13,4,10816,15,9,4,4,3,2,0,0,0,39,39
5,4,20372,15,9,4,1,3,4,0,0,0,39,39
17,4,2374,8,10,0,3,1,4,1,0,0,39,39
26,4,11051,11,8,6,7,4,4,0,0,0,59,39
8,4,10163,9,12,4,3,3,4,1,0,0,39,39
18,4,4908,11,8,6,8,3,4,0,0,0,39,39
11,4,6795,7,11,4,8,1,2,0,0,0,39,39
11,4,956,15,9,0,12,4,4,0,0,0,44,39
8,4,18076,11,8,4,6,4,2,0,0,0,24,39
23,4,20735,11,8,2,3,0,4,1,0,0,39,39
18,4,16440,6,4,2,3,0,3,1,0,0,39,26
31,6,10285,5,3,4,5,1,4,1,0,0,49,39
14,4,15677,9,12,2,1,5,4,0,0,0,39,39
19,4,20751,7,11,2,3,0,4,1,0,0,44,39
22,4,10572,15,9,2,7,0,4,1,0,0,39,39
7,4,12331,11,8,4,8,3,2,0,0,0,39,39
15,2,8445,9,12,4,10,1,4,1,0,0,34,39
29,4,14722,13,0,2,7,5,4,0,0,0,39,26
2,4,10328,11,8,4,12,3,4,1,0,0,34,39
13,4,17206,15,9,4,13,1,1,1,0,0,39,39
18,4,19635,8,10,4,3,1,4,1,0,0,39,39
6,0,7475,9,12,4,0,1,4,1,0,0,54,39
16,4,2568,11,8,2,14,0,4,1,0,0,54,39
8,4,6553,11,8,5,3,1,4,1,0,0,39,39
47,2,3011,11,8,2,8,0,1,1,0,0,34,39
1,4,3614,11,8,4,8,3,1,0,0,0,19,39
42,4,20083,1,6,2,3,0,4,1,0,0,39,39
28,7,845,11,8,0,11,4,2,0,0,0,39,39
13,4,9845,10,15,4,10,1,4,0,0,0,14,39
7,4,14971,4,2,4,7,2,4,0,0,0,39,26
5,4,15823,11,8,4,8,4,4,0,0,0,34,39
32,5,3099,15,9,2,3,0,1,1,0,0,55,39
18,4,9088,2,7,2,7,0,4,1,0,0,39,39
1,4,12897,2,7,4,12,3,4,0,0,0,19,39
18,4,382,15,9,2,6,0,4,1,0,0,39,39
10,4,9245,11,8,4,4,3,4,1,0,0,39,39
11,4,8720,9,12,4,3,1,2,1,0,0,59,39
4,0,8693,15,9,4,0,3,1,1,0,0,39,36
9,4,6935,15,9,4,8,3,2,0,0,0,49,39
22,4,20131,11,8,5,7,1,2,1,0,0,39,39
23,7,7824,9,12,0,3,1,4,1,0,0,39,39
17,4,17175,12,13,4,4,4,4,0,0,0,49,39
17,4,10763,7,11,0,1,1,2,1,0,0,39,39
49,4,15338,15,9,2,4,0,4,1,0,0,49,39
23,4,10724,11,8,5,14,4,2,1,0,0,39,39
42,6,3609,5,3,2,3,0,4,1,0,0,39,39
11,0,13266,12,13,4,0,1,2,0,0,0,39,39
30,4,11417,11,8,2,7,0,4,1,0,0,39,39
16,7,5684,9,12,2,10,0,4,1,0,0,59,39
1,4,6141,1,6,4,8,2,4,1,0,0,19,39
5,4,19443,15,9,4,1,1,4,1,0,0,19,39
23,2,9115,9,12,2,11,0,2,1,0,0,39,39
51,0,2196,11,8,2,0,0,4,1,0,0,24,39
28,6,17733,5,3,2,3,0,4,1,0,0,9,39
6,4,10204,1,6,4,1,4,2,1,0,0,34,39
23,4,15691,9,12,2,12,0,4,1,0,0,44,39
6,4,20382,15,9,2,6,0,4,1,0,0,39,39
34,4,11579,11,8,0,3,3,2,1,0,0,39,39
36,4,12165,11,8,2,5,0,4,1,0,0,44,39
7,4,12146,9,12,4,13,1,4,1,0,0,34,39
36,4,10268,9,12,0,4,4,4,1,0,0,39,39
32,6,1599,10,15,2,10,0,4,1,0,0,59,39
17,4,16250,11,8,2,3,0,4,1,0,0,39,39
20,6,10555,11,8,2,3,0,4,1,0,0,46,39
23,7,20499,8,10,2,3,0,4,1,0,0,39,39
6,7,9443,15,9,4,10,3,4,0,0,0,5,39
36,1,4340,9,12,0,4,4,2,0,0,0,49,39
25,2,16109,15,9,0,14,1,4,1,0,0,64,39
15,4,9277,12,13,2,4,5,4,0,0,0,39,39
16,4,5609,11,8,0,1,3,3,0,0,0,64,39
42,4,5091,11,8,4,3,1,2,1,0,0,59,39
19,4,9164,15,9,2,7,0,4,1,0,0,43,39
20,6,16874,14,14,2,10,0,4,1,0,0,39,5
14,4,13826,15,9,4,12,1,4,1,0,0,44,39
29,4,1271,9,12,2,11,0,4,1,0,0,39,39
